ADDRESS,ORGANISATION,AddressLine2,AddressLine3,AddressLine4,LOCALITY_NAME,TOWN_NAME,POSTCODE,UPRN,CLASSIFICATION,TERTIARY_CLASS_DESC,LPI_LOGICAL_STATUS,BLPU_LOGICAL_STATUS,BLPU_STATE_STRING,NON_POSTAL
"126A Clepington Road, DUNDEE, DD3 7UD",,,,126A Clepington Road,,DUNDEE,DD3 7UD,9059085189,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 50 Provost Road, DUNDEE, DD3 8AH",, G/2,,50 Provost Road,,DUNDEE,DD3 8AH,9059005453,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 50 Provost Road, DUNDEE, DD3 8AH",, G/1,,50 Provost Road,,DUNDEE,DD3 8AH,9059024954,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 50 Provost Road, DUNDEE, DD3 8AH",, 1/2,,50 Provost Road,,DUNDEE,DD3 8AH,9059024963,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 50 Provost Road, DUNDEE, DD3 8AH",, 1/1,,50 Provost Road,,DUNDEE,DD3 8AH,9059024974,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 50 Provost Road, DUNDEE, DD3 8AH",, 2/2,,50 Provost Road,,DUNDEE,DD3 8AH,9059024983,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 50 Provost Road, DUNDEE, DD3 8AH",, 2/1,,50 Provost Road,,DUNDEE,DD3 8AH,9059025087,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 50 Provost Road, DUNDEE, DD3 8AH",, 3/2,,50 Provost Road,,DUNDEE,DD3 8AH,9059025096,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 50 Provost Road, DUNDEE, DD3 8AH",, 3/1,,50 Provost Road,,DUNDEE,DD3 8AH,9059025106,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 52 Provost Road, DUNDEE, DD3 8AH",, 1/2,,52 Provost Road,,DUNDEE,DD3 8AH,9059025047,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 52 Provost Road, DUNDEE, DD3 8AH",, 1/1,,52 Provost Road,,DUNDEE,DD3 8AH,9059025057,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 52 Provost Road, DUNDEE, DD3 8AH",, 2/2,,52 Provost Road,,DUNDEE,DD3 8AH,9059025066,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 52 Provost Road, DUNDEE, DD3 8AH",, 2/1,,52 Provost Road,,DUNDEE,DD3 8AH,9059025077,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 52 Provost Road, DUNDEE, DD3 8AH",, G/1,,52 Provost Road,,DUNDEE,DD3 8AH,9059025117,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 52 Provost Road, DUNDEE, DD3 8AH",, 3/2,,52 Provost Road,,DUNDEE,DD3 8AH,9059025127,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 52 Provost Road, DUNDEE, DD3 8AH",, 3/1,,52 Provost Road,,DUNDEE,DD3 8AH,9059025137,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 52 Provost Road, DUNDEE, DD3 8AH",, G/2,,52 Provost Road,,DUNDEE,DD3 8AH,9059054041,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 54 Provost Road, DUNDEE, DD3 8AH",, 3/1,,54 Provost Road,,DUNDEE,DD3 8AH,9059024705,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 54 Provost Road, DUNDEE, DD3 8AH",, G/1,,54 Provost Road,,DUNDEE,DD3 8AH,9059024716,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 54 Provost Road, DUNDEE, DD3 8AH",, G/2,,54 Provost Road,,DUNDEE,DD3 8AH,9059002231,C,"Commercial - Hotels, Boarding and Guest Houses - Holiday Let/Accommodation/short-term lets other than above",Approved preferred,Approved,Constructed,Postal
"2/2, 60 Provost Road, DUNDEE, DD3 8AH",, 2/2,,60 Provost Road,,DUNDEE,DD3 8AH,9059024631,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 60 Provost Road, DUNDEE, DD3 8AH",, G/1,,60 Provost Road,,DUNDEE,DD3 8AH,9059024792,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 60 Provost Road, DUNDEE, DD3 8AH",, 3/1,,60 Provost Road,,DUNDEE,DD3 8AH,9059024845,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 60 Provost Road, DUNDEE, DD3 8AH",, 1/2,,60 Provost Road,,DUNDEE,DD3 8AH,9059024900,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 60 Provost Road, DUNDEE, DD3 8AH",, 3/2,,60 Provost Road,,DUNDEE,DD3 8AH,9059024930,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 58 Provost Road, DUNDEE, DD3 8AH",, 2/1,,58 Provost Road,,DUNDEE,DD3 8AH,9059024759,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 58 Provost Road, DUNDEE, DD3 8AH",, 3/2,,58 Provost Road,,DUNDEE,DD3 8AH,9059024770,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 58 Provost Road, DUNDEE, DD3 8AH",, 3/1,,58 Provost Road,,DUNDEE,DD3 8AH,9059024781,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 58 Provost Road, DUNDEE, DD3 8AH",, G/1,,58 Provost Road,,DUNDEE,DD3 8AH,9059024803,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 58 Provost Road, DUNDEE, DD3 8AH",, 1/2,,58 Provost Road,,DUNDEE,DD3 8AH,9059024814,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 58 Provost Road, DUNDEE, DD3 8AH",, 1/1,,58 Provost Road,,DUNDEE,DD3 8AH,9059024823,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 58 Provost Road, DUNDEE, DD3 8AH",, 2/2,,58 Provost Road,,DUNDEE,DD3 8AH,9059024833,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/3, 61 Provost Road, DUNDEE, DD3 8AG",, 1/3,,61 Provost Road,,DUNDEE,DD3 8AG,9059060595,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 61 Provost Road, DUNDEE, DD3 8AG",, 3/1,,61 Provost Road,,DUNDEE,DD3 8AG,9059060600,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 61 Provost Road, DUNDEE, DD3 8AG",, 1/2,,61 Provost Road,,DUNDEE,DD3 8AG,9059060601,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/3, 61 Provost Road, DUNDEE, DD3 8AG",, 2/3,,61 Provost Road,,DUNDEE,DD3 8AG,9059060606,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/3, 61 Provost Road, DUNDEE, DD3 8AG",, 3/3,,61 Provost Road,,DUNDEE,DD3 8AG,9059077392,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Fairmuir Launderette Ltd, 37 Caird Avenue, DUNDEE, DD3 8AS",Fairmuir Launderette Ltd,,,37 Caird Avenue,,DUNDEE,DD3 8AS,9059067541,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"Menz Zone, 174 Clepington Road, DUNDEE, DD3 8BE",Menz Zone,,,174 Clepington Road,,DUNDEE,DD3 8BE,9059085561,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"3/2, 61 Provost Road, DUNDEE, DD3 8AG",, 3/2,,61 Provost Road,,DUNDEE,DD3 8AG,9059037221,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 164 Clepington Road, DUNDEE, DD3 7UD",, 2/1,,164 Clepington Road,,DUNDEE,DD3 7UD,9059084970,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"The Liquor Warehouse, 65 - 67 Provost Road, DUNDEE, DD3 8AG",The Liquor Warehouse,,,65 - 67 Provost Road,,DUNDEE,DD3 8AG,9059037218,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"Salon 53, 164A Clepington Road, DUNDEE, DD3 7UD",Salon 53,,,164A Clepington Road,,DUNDEE,DD3 7UD,9059084966,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"166 Clepington Road, DUNDEE, DD3 7UD",,,,166 Clepington Road,,DUNDEE,DD3 7UD,9059048925,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"273 Clepington Road, DUNDEE, DD3 7UE",,,,273 Clepington Road,,DUNDEE,DD3 7UE,9059085456,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"275 Clepington Road, DUNDEE, DD3 7UE",,,,275 Clepington Road,,DUNDEE,DD3 7UE,9059085244,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"277 Clepington Road, DUNDEE, DD3 7UE",,,,277 Clepington Road,,DUNDEE,DD3 7UE,9059085560,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"279 Clepington Road, DUNDEE, DD3 7UE",,,,279 Clepington Road,,DUNDEE,DD3 7UE,9059085378,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"1 Old Glamis Road, DUNDEE, DD3 8HW",,,,1 Old Glamis Road,,DUNDEE,DD3 8HW,9059000877,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"3 Old Glamis Road, DUNDEE, DD3 8HW",,,,3 Old Glamis Road,,DUNDEE,DD3 8HW,9059067698,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"15 Balgray Street, DUNDEE, DD3 8HL",,,,15 Balgray Street,,DUNDEE,DD3 8HL,9059023229,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"13 Balgray Street, DUNDEE, DD3 8HL",,,,13 Balgray Street,,DUNDEE,DD3 8HL,9059003160,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"11 Balgray Street, DUNDEE, DD3 8HL",,,,11 Balgray Street,,DUNDEE,DD3 8HL,9059018322,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"9 Balgray Street, DUNDEE, DD3 8HL",,,,9 Balgray Street,,DUNDEE,DD3 8HL,9059059397,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"7 Balgray Street, DUNDEE, DD3 8HL",,,,7 Balgray Street,,DUNDEE,DD3 8HL,9059003519,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"5 Balgray Street, DUNDEE, DD3 8HL",,,,5 Balgray Street,,DUNDEE,DD3 8HL,9059054933,R,Residential - Dwellings - Terraced,Approved preferred,Approved,Constructed,Postal
"2/1, 27 Caird Avenue, DUNDEE, DD3 8AS",, 2/1,,27 Caird Avenue,,DUNDEE,DD3 8AS,9059060188,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 27 Caird Avenue, DUNDEE, DD3 8AS",, 2/2,,27 Caird Avenue,,DUNDEE,DD3 8AS,9059060189,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 27 Caird Avenue, DUNDEE, DD3 8AS",, G/2,,27 Caird Avenue,,DUNDEE,DD3 8AS,9059060190,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 27 Caird Avenue, DUNDEE, DD3 8AS",, 1/1,,27 Caird Avenue,,DUNDEE,DD3 8AS,9059060191,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 27 Caird Avenue, DUNDEE, DD3 8AS",, 1/2,,27 Caird Avenue,,DUNDEE,DD3 8AS,9059060192,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 27 Caird Avenue, DUNDEE, DD3 8AS",, G/1,,27 Caird Avenue,,DUNDEE,DD3 8AS,9059060247,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 58 Provost Road, DUNDEE, DD3 8AH",, G/2,,58 Provost Road,,DUNDEE,DD3 8AH,9059065892,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 56 Provost Road, DUNDEE, DD3 8AH",, G/1,,56 Provost Road,,DUNDEE,DD3 8AH,9059024867,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 56 Provost Road, DUNDEE, DD3 8AH",, 1/2,,56 Provost Road,,DUNDEE,DD3 8AH,9059024878,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 56 Provost Road, DUNDEE, DD3 8AH",, 1/1,,56 Provost Road,,DUNDEE,DD3 8AH,9059024889,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 56 Provost Road, DUNDEE, DD3 8AH",, 2/2,,56 Provost Road,,DUNDEE,DD3 8AH,9059024994,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 56 Provost Road, DUNDEE, DD3 8AH",, 2/1,,56 Provost Road,,DUNDEE,DD3 8AH,9059025004,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 56 Provost Road, DUNDEE, DD3 8AH",, 3/1,,56 Provost Road,,DUNDEE,DD3 8AH,9059025014,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 56 Provost Road, DUNDEE, DD3 8AH",, 3/2,,56 Provost Road,,DUNDEE,DD3 8AH,9059025025,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 56 Provost Road, DUNDEE, DD3 8AH",, G/2,,56 Provost Road,,DUNDEE,DD3 8AH,9059026224,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 54 Provost Road, DUNDEE, DD3 8AH",, 1/2,,54 Provost Road,,DUNDEE,DD3 8AH,9059024727,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 54 Provost Road, DUNDEE, DD3 8AH",, 1/1,,54 Provost Road,,DUNDEE,DD3 8AH,9059024739,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 54 Provost Road, DUNDEE, DD3 8AH",, 2/2,,54 Provost Road,,DUNDEE,DD3 8AH,9059024673,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 54 Provost Road, DUNDEE, DD3 8AH",, 2/1,,54 Provost Road,,DUNDEE,DD3 8AH,9059024684,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 54 Provost Road, DUNDEE, DD3 8AH",, 3/2,,54 Provost Road,,DUNDEE,DD3 8AH,9059024694,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 57 Provost Road, DUNDEE, DD3 8AG",, 1/1,,57 Provost Road,,DUNDEE,DD3 8AG,9059060618,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 57 Provost Road, DUNDEE, DD3 8AG",, 2/2,,57 Provost Road,,DUNDEE,DD3 8AG,9059060619,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 57 Provost Road, DUNDEE, DD3 8AG",, G/2,,57 Provost Road,,DUNDEE,DD3 8AG,9059055348,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 57 Provost Road, DUNDEE, DD3 8AG",, 2/1,,57 Provost Road,,DUNDEE,DD3 8AG,9059060612,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 57 Provost Road, DUNDEE, DD3 8AG",, 3/2,,57 Provost Road,,DUNDEE,DD3 8AG,9059060613,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 57 Provost Road, DUNDEE, DD3 8AG",, 3/1,,57 Provost Road,,DUNDEE,DD3 8AG,9059060614,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 57 Provost Road, DUNDEE, DD3 8AG",, G/1,,57 Provost Road,,DUNDEE,DD3 8AG,9059060616,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 57 Provost Road, DUNDEE, DD3 8AG",, 1/2,,57 Provost Road,,DUNDEE,DD3 8AG,9059060617,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"Old Glamis Works, 13 Old Glamis Road, DUNDEE, DD3 8JB",,,Old Glamis Works,13 Old Glamis Road,,DUNDEE,DD3 8JB,9059088191,C,Commercial - Industrial - Factories & Manufacturing,Approved preferred,Approved,Constructed,Postal
"Bayne, 29 Caird Avenue, DUNDEE, DD3 8AS",Bayne,,,29 Caird Avenue,,DUNDEE,DD3 8AS,9059055845,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"A Matthew Butcher, 31 Caird Avenue, DUNDEE, DD3 8AS",A Matthew Butcher,,,31 Caird Avenue,,DUNDEE,DD3 8AS,9059061592,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"Caird Avenue Newsagent, 33 Caird Avenue, DUNDEE, DD3 8AS",Caird Avenue Newsagent,,,33 Caird Avenue,,DUNDEE,DD3 8AS,9059036666,C,Commercial - Retail - Shops and showrooms,Approved preferred,Approved,Constructed,Postal
"Golden Star, 35 Caird Avenue, DUNDEE, DD3 8AS",Golden Star,,,35 Caird Avenue,,DUNDEE,DD3 8AS,9059036669,C,Commercial - Retail - Restaurants and cafeterias,Approved preferred,Approved,Constructed,Postal
"2/1, 172 Clepington Road, DUNDEE, DD3 8BE",, 2/1,,172 Clepington Road,,DUNDEE,DD3 8BE,9059084940,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 172 Clepington Road, DUNDEE, DD3 8BE",, 2/2,,172 Clepington Road,,DUNDEE,DD3 8BE,9059084941,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/3, 172 Clepington Road, DUNDEE, DD3 8BE",, 2/3,,172 Clepington Road,,DUNDEE,DD3 8BE,9059085625,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/1, 172 Clepington Road, DUNDEE, DD3 8BE",, 3/1,,172 Clepington Road,,DUNDEE,DD3 8BE,9059084942,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/2, 172 Clepington Road, DUNDEE, DD3 8BE",, 3/2,,172 Clepington Road,,DUNDEE,DD3 8BE,9059084943,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"3/3, 172 Clepington Road, DUNDEE, DD3 8BE",, 3/3,,172 Clepington Road,,DUNDEE,DD3 8BE,9059085626,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"White's Bar, 62 Provost Road, DUNDEE, DD3 8AH",White's Bar,,,62 Provost Road,,DUNDEE,DD3 8AH,9059018846,C,"Commercial - Retail - Public houses, bars and nightclubs",Approved preferred,Approved,Constructed,Postal
"1/1, 60 Provost Road, DUNDEE, DD3 8AH",, 1/1,,60 Provost Road,,DUNDEE,DD3 8AH,9059024910,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 60 Provost Road, DUNDEE, DD3 8AH",, 2/1,,60 Provost Road,,DUNDEE,DD3 8AH,9059024920,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/1, 25 Caird Avenue, DUNDEE, DD3 8AS",, G/1,,25 Caird Avenue,,DUNDEE,DD3 8AS,9059058966,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/1, 25 Caird Avenue, DUNDEE, DD3 8AS",, 2/1,,25 Caird Avenue,,DUNDEE,DD3 8AS,9059058978,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2/2, 25 Caird Avenue, DUNDEE, DD3 8AS",, 2/2,,25 Caird Avenue,,DUNDEE,DD3 8AS,9059058979,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"G/2, 25 Caird Avenue, DUNDEE, DD3 8AS",, G/2,,25 Caird Avenue,,DUNDEE,DD3 8AS,9059058980,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/1, 25 Caird Avenue, DUNDEE, DD3 8AS",, 1/1,,25 Caird Avenue,,DUNDEE,DD3 8AS,9059058981,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"1/2, 25 Caird Avenue, DUNDEE, DD3 8AS",, 1/2,,25 Caird Avenue,,DUNDEE,DD3 8AS,9059058982,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"55B Provost Road, DUNDEE, DD3 8AG",,,,55B Provost Road,,DUNDEE,DD3 8AG,9059012662,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"55A Provost Road, DUNDEE, DD3 8AG",,,,55A Provost Road,,DUNDEE,DD3 8AG,9059060615,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"55D Provost Road, DUNDEE, DD3 8AG",,,,55D Provost Road,,DUNDEE,DD3 8AG,9059060625,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"55C Provost Road, DUNDEE, DD3 8AG",,,,55C Provost Road,,DUNDEE,DD3 8AG,9059060626,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"55F Provost Road, DUNDEE, DD3 8AG",,,,55F Provost Road,,DUNDEE,DD3 8AG,9059060627,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"55E Provost Road, DUNDEE, DD3 8AG",,,,55E Provost Road,,DUNDEE,DD3 8AG,9059060628,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"53B Provost Road, DUNDEE, DD3 8AG",,,,53B Provost Road,,DUNDEE,DD3 8AG,9059016413,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"53A Provost Road, DUNDEE, DD3 8AG",,,,53A Provost Road,,DUNDEE,DD3 8AG,9059060620,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"53D Provost Road, DUNDEE, DD3 8AG",,,,53D Provost Road,,DUNDEE,DD3 8AG,9059060622,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"53C Provost Road, DUNDEE, DD3 8AG",,,,53C Provost Road,,DUNDEE,DD3 8AG,9059060623,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"53F Provost Road, DUNDEE, DD3 8AG",,,,53F Provost Road,,DUNDEE,DD3 8AG,9059060624,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"53E Provost Road, DUNDEE, DD3 8AG",,,,53E Provost Road,,DUNDEE,DD3 8AG,9059060629,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2C Fleming Gardens North, DUNDEE, DD3 7NA",,,,2C Fleming Gardens North,,DUNDEE,DD3 7NA,9059063259,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2D Fleming Gardens North, DUNDEE, DD3 7NA",,,,2D Fleming Gardens North,,DUNDEE,DD3 7NA,9059063251,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"2B Fleming Gardens North, DUNDEE, DD3 7NA",,,,2B Fleming Gardens North,,DUNDEE,DD3 7NA,9059063257,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"4B Fleming Gardens North, DUNDEE, DD3 7NA",,,,4B Fleming Gardens North,,DUNDEE,DD3 7NA,9059063252,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
"4C Fleming Gardens North, DUNDEE, DD3 7NA",,,,4C Fleming Gardens North,,DUNDEE,DD3 7NA,9059063253,R,Residential - Dwellings - Self contained flat (includes maisonettes and apartments),Approved preferred,Approved,Constructed,Postal
